activation_regime,beta_a_R,beta_a_T,erk_regime,beta_d_R,beta_d_T,lambda_d,n_observed_deaths_analyzed_mean,n_observed_deaths_analyzed_std,n_observed_deaths_analyzed_min,n_observed_deaths_analyzed_max,analysis_time_span_mean,analysis_time_span_std,analysis_time_span_min,analysis_time_span_max,observed_death_rate_after_burnin_mean,observed_death_rate_after_burnin_std,observed_death_rate_after_burnin_min,observed_death_rate_after_burnin_max,accepted_activations_during_analysis_mean,accepted_activations_during_analysis_std,accepted_activations_during_analysis_min,accepted_activations_during_analysis_max,t_zone_observed_fraction_mean,t_zone_observed_fraction_std,t_zone_observed_fraction_min,t_zone_observed_fraction_max,t_zone_density_ratio_mean,t_zone_density_ratio_std,t_zone_density_ratio_min,t_zone_density_ratio_max,t_zone_binomial_p_value_greater_mean,t_zone_binomial_p_value_greater_std,t_zone_binomial_p_value_greater_min,t_zone_binomial_p_value_greater_max,death_candidates_mean,death_candidates_std,death_candidates_min,death_candidates_max,death_rejected_mean,death_rejected_std,death_rejected_min,death_rejected_max,activation_candidates_mean,activation_candidates_std,activation_candidates_min,activation_candidates_max,activation_rejected_mean,activation_rejected_std,activation_rejected_min,activation_rejected_max
non_local_activation,1.0,1.2,reference_ERK,2.0,0.8,0.25,1000.0,0.0,1000,1000,55.25924183591356,1.9121360566644143,52.359605608836276,57.876630481955054,18.116087293285577,0.6285081731023701,17.278130942881738,19.09869236737029,27571.1,1032.2072843076517,26167,28970,0.4378,0.016943041836301624,0.407,0.465,0.9752228076016205,0.06694599143577462,0.8579258010118042,1.086448598130841,0.6203396222075708,0.30441208819022375,0.1010382018520014,0.9922717402795456,2101.2,47.553011354580775,2009,2175,601.2,47.553011354580775,509,675,41521.6,1229.68326545226,39637,43874,121.1,62.32611366389248,32,253
non_local_activation,1.0,1.2,reference_ERK,2.0,0.8,0.5,1000.0,0.0,1000,1000,35.22469949865448,1.5343186123903687,32.69503795313689,37.12206677422073,28.439216854794005,1.2773469349468882,26.93815530482387,30.585680965819343,17612.7,739.3731654433896,16266,18446,0.4305,0.018774983355518592,0.402,0.461,0.9470693823380938,0.0728850302610175,0.8403010033444813,1.0691094619666044,0.7198711914618379,0.3010418392705373,0.15345588278668074,0.9969482481550765,2613.6,98.86938634155443,2406,2767,1113.6,98.86938634155442,906,1267,26124.2,993.4730103139304,24594,27762,113.9,50.60182254073903,25,196
non_local_activation,1.0,1.2,reference_ERK,2.0,0.8,1.0,1000.0,0.0,1000,1000,24.02783700161707,1.7342957743501763,20.817668874893123,26.717887241456662,41.82000910514031,3.1137965231810045,37.4281091525963,48.036118069205955,11952.3,875.2037286635991,10375,13371,0.42279999999999995,0.0216220052518519,0.376,0.451,0.9183038473982981,0.07948264652355451,0.7532051282051281,1.0268670309653913,0.8035826370036558,0.24701474162235718,0.3496189139181083,0.9999949808672347,3542.3,207.52833809171963,3210,3798,2042.3,207.52833809171963,1710,2298,17633.3,1031.230015294573,16070,19222,147.3,34.364225584174015,80,191
non_local_activation,1.0,1.2,reference_ERK,2.0,0.8,2.0,1000.0,0.0,1000,1000,18.033461132455162,0.9586715684045166,17.11704605659362,19.842811683483106,55.58627783440526,2.7984861398077587,50.396083778408624,58.42129516353041,9064.4,496.4852465078897,8456,9932,0.4345,0.0203810914547992,0.401,0.464,0.9630027270966973,0.07926030705265429,0.836811352253756,1.0820895522388057,0.6454045221942888,0.3210711102560444,0.11272076025715308,0.997494671991775,5327.3,370.42589602300285,4982,6157,3827.3,370.4258960230027,3482,4657,13338.1,1016.0870970979254,12258,15717,118.2,59.6672253232692,16,214
non_local_activation,1.0,1.2,reference_ERK,2.0,0.8,4.0,1000.0,0.0,1000,1000,14.029604468604811,0.951428059468815,12.176664401216687,15.080760475428463,71.58917139661986,5.110485071879667,66.30965339110917,82.12429669163588,7060.4,485.864224289507,6108,7598,0.4244,0.017790134594456813,0.399,0.458,0.9235334779060127,0.06786227691399871,0.8298668885191346,1.0562730627306272,0.8123349058903504,0.24582971130240183,0.2029316851813597,0.9983309402610698,8007.2,410.9827787687026,7188,8609,6507.2,410.9827787687026,5688,7109,10109.7,475.73126167336676,9131,10724,164.8,58.811941342251615,86,292
non_local_activation,1.0,1.2,strong_ERK_protection,1.0,0.4,0.25,1000.0,0.0,1000,1000,129.1026795519635,7.249113850891857,117.25459656794843,138.78968374877553,7.768519781271553,0.4506217921691139,7.205146470469009,8.52845030617205,64550.3,3573.7035582462945,58621,69225,0.4119,0.014309670389868056,0.391,0.438,0.8766341511170408,0.05231551933204522,0.8025451559934317,0.9741992882562275,0.9385972743157268,0.10595368325594218,0.6703800442413854,0.9997187014363905,4797.1,219.83299216551742,4438,5131,3297.1,219.83299216551742,2938,3631,96335.7,4148.981643461175,88941,101673,127.6,54.66300800765034,29,219
non_local_activation,1.0,1.2,strong_ERK_protection,1.0,0.4,0.5,1000.0,0.0,1000,1000,102.54701736896259,8.66714204559205,90.92645048500476,119.10681997023234,9.813506879063798,0.8166596598148402,8.395824859146806,10.997899892341184,51270.8,4261.081208644896,45588,59452,0.4042,0.016745148551147573,0.386,0.441,0.8495548626914452,0.06073019948419544,0.7858306188925079,0.9861359570661895,0.9511177050281863,0.12532355369307227,0.5986669532354663,0.9999187071764487,7649.1,594.1182916258718,6888,8727,6149.1,594.1182916258718,5388,7227,76599.5,5833.828117111438,69687,86894,174.3,72.92469479614647,98,328
non_local_activation,1.0,1.2,strong_ERK_protection,1.0,0.4,1.0,1000.0,0.0,1000,1000,84.66275871932856,7.06231596227309,73.5436855593204,94.25107146416681,11.886909694638424,1.006168066836634,10.609958958187427,13.597360431350687,42302.5,3540.457385705977,36658,47081,0.40549999999999997,0.027130343815653275,0.368,0.449,0.8566109675777728,0.09754142810630098,0.7278481012658227,1.0186025408348456,0.8845601993024659,0.19943775988079515,0.3977504445784189,0.9999995972306631,12467.9,655.6508979632379,11428,13273,10967.9,655.6508979632379,9928,11773,62173.1,3312.6263984270176,56182,66097,186.2,61.331159381762156,87,271
non_local_activation,1.0,1.2,strong_ERK_protection,1.0,0.4,2.0,1000.0,0.0,1000,1000,76.52378319856152,6.681725547941361,66.51562603413325,89.41794957612751,13.15636218666842,1.1319185494116049,11.183436935652754,15.03406131195155,38268.9,3285.2168015723605,33408,44510,0.3865,0.021339842756892307,0.35,0.421,0.7897062219033864,0.07084317003370971,0.6730769230769229,0.9088946459412779,0.9926456477412711,0.019801473825941256,0.9364394197391296,0.9999999994821999,22574.8,1491.4090131296794,20817,24968,21074.8,1491.4090131296794,19317,23468,56429.4,3621.8886785764134,52242,62279,203.9,73.03035898400974,109,387
non_local_activation,1.0,1.2,strong_ERK_protection,1.0,0.4,4.0,1000.0,0.0,1000,1000,68.98269738474839,4.258676228431404,63.54928911204203,76.32470778312978,14.545369997497712,0.8825755615445993,13.10191717787398,15.735817252604148,34503.2,2059.849282512356,31921,37893,0.392,0.041055517967205774,0.336,0.467,0.814693493216138,0.1446694834741892,0.6325301204819275,1.095215759849906,0.8614537805669892,0.30163929245671833,0.0803705381229382,0.9999999999988829,40727.1,2510.2165223121497,37858,45202,39227.1,2510.2165223121497,36358,43702,50933.4,3165.014347869886,47692,56592,137.5,54.69359093064642,65,241
non_local_activation,1.0,1.2,weak_ERK_protection,4.0,1.6,0.25,1000.0,0.0,1000,1000,41.97404383690355,1.14143471249059,40.2367991749012,43.28406550083801,23.84017764972264,0.6509758182764984,23.10319024862947,24.852871513293167,20980.0,522.1968551758574,20198,21579,0.4406,0.017154202594893968,0.414,0.466,0.9864316951655139,0.06868179254892037,0.8831058020477813,1.0908239700374531,0.5733121676372166,0.31730946300605556,0.0902651243377472,0.9757629594569542,1591.7,11.926161718395946,1578,1612,91.7,11.926161718395962,78,112,31706.6,756.8935342716447,29725,32319,144.7,76.33122267824324,19,299
non_local_activation,1.0,1.2,weak_ERK_protection,4.0,1.6,0.5,1000.0,0.0,1000,1000,22.51839949869188,0.8667844393838483,21.87301755542398,24.746765193312232,44.46364325269958,1.6034144984770826,40.40932187251076,45.71842899435812,11295.2,467.6289602285601,11005,12517,0.4474,0.01990086541948476,0.397,0.471,1.014539897490947,0.07738615272710726,0.8229684908789385,1.1129489603024572,0.3977273564899213,0.2775041164848986,0.04882490509842697,0.9989051723477118,1677.0,14.974051630144123,1654,1698,177.0,14.974051630144134,154,198,16853.7,474.93509498082426,16101,17806,127.8,53.750038759675945,60,203
non_local_activation,1.0,1.2,weak_ERK_protection,4.0,1.6,1.0,1000.0,0.0,1000,1000,12.379430454479522,0.5017983405628655,11.605269201051623,13.410868605906353,80.8961749772706,3.211431598958972,74.5663856224484,86.16775558376396,6180.8,287.5477931289567,5779,6637,0.43479999999999996,0.014234543274099894,0.417,0.456,0.9628746113425073,0.055954118892098045,0.8940823327615778,1.0477941176470584,0.6813455785495701,0.2728224210436431,0.24067358732729663,0.962565392557542,1856.5,56.661274253232264,1792,1965,356.5,56.66127425323225,292,465,9337.9,351.96699655886306,8785,9908,141.8,61.56261491811045,53,227
non_local_activation,1.0,1.2,weak_ERK_protection,4.0,1.6,2.0,1000.0,0.0,1000,1000,7.117808531973255,0.24272878995225225,6.813952892192808,7.659101938322779,140.63551156223394,4.657465002275307,130.56361020558293,146.75769202128848,3580.3,114.5581366235793,3434,3809,0.4426,0.018875027593798818,0.413,0.469,0.9948558755900925,0.0755345994830867,0.879471890971039,1.1040489642184554,0.5241618531918937,0.3508676942158961,0.06307245666383184,0.9791845312259937,2162.7,75.48075545756316,2096,2352,662.7,75.4807554575631,596,852,5403.4,190.9218571970102,5105,5780,157.2,64.588956744426,75,260
non_local_activation,1.0,1.2,weak_ERK_protection,4.0,1.6,4.0,1000.0,0.0,1000,1000,4.520429413811224,0.23532548118405883,4.276072995312376,4.924884632410336,221.74185640305078,11.189485871515002,203.05044171371384,233.8594315616794,2280.1,125.51976382670226,2097,2490,0.43920000000000003,0.020975117533772146,0.401,0.476,0.9817676104541656,0.08354065776977658,0.836811352253756,1.1354961832061068,0.5901708230025149,0.3246766801288118,0.02422305508228164,0.997494671991775,2725.6,97.44650954355536,2580,2876,1225.6,97.44650954355535,1080,1376,3438.7,184.65045055154587,3154,3793,145.9,53.286333457401,64,258
