scenario,seed,burn_in_time,observation_time_after_burnin,final_time,analysis_time_span,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_time,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater,experiment,base_scenario,replicate,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,observed_death_rate_after_burnin
E1B_weak_ERK_protection_ld1p0__rep09,29210,18.60817618047503,61.34990627145835,79.95808245193338,61.34990627145835,12735,9523,7841,5825,40093,27358,12680,2003,62617,True,1516,980,1516,0.4444444444444445,0.6464379947229552,2.285447761194029,2.0940470064453046e-56,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld1p0,9,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,24.710714198846045
E1B_weak_ERK_protection_ld1p0__rep10,29211,22.03770321298749,61.34990627145835,83.38760948444585,61.34990627145835,12204,9017,8332,6361,41753,29549,12173,1964,64222,True,1471,958,1471,0.4444444444444445,0.6512576478585996,2.3343079922027283,2.2644513166301863e-57,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld1p0,10,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,23.977216745714074
E1B_weak_ERK_protection_ld2p0__rep01,29302,8.392315173818496,61.34990627145835,69.74222144527684,61.349906271458345,13022,11332,13875,10105,35101,22079,12936,3728,65640,True,3270,2053,3270,0.4444444444444445,0.6278287461773701,2.1086688578471646,1.5084162525758975e-98,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,1,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,53.300814927590096
E1B_weak_ERK_protection_ld2p0__rep02,29303,18.001567231110254,61.34990627145835,79.35147350256861,61.34990627145835,12436,10543,15644,12237,39645,27209,12401,3390,71080,True,2907,1763,2907,0.4444444444444445,0.6064671482628139,1.9263548951048948,6.6101203956018e-69,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,2,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,47.3839354723255
E1B_weak_ERK_protection_ld2p0__rep03,29304,12.635029833289067,61.34990627145835,73.98493610474742,61.34990627145835,10892,9069,14735,11704,37314,26422,10847,3005,65901,True,2531,1638,2531,0.4444444444444445,0.6471750296325564,2.292833146696528,1.624409765671006e-93,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,3,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,41.255156752822785
E1B_weak_ERK_protection_ld2p0__rep04,29305,12.84198024041042,61.34990627145835,74.19188651186877,61.34990627145835,10045,8235,14809,11913,37010,26965,10009,2871,64699,True,2396,1579,2396,0.4444444444444445,0.6590150250417363,2.415850673194614,3.40822594799579e-99,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,4,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,39.05466439342686
E1B_weak_ERK_protection_ld2p0__rep05,29306,11.801689315671775,61.34990627145835,73.15159558713013,61.34990627145836,10969,9152,14584,11476,36498,25529,10894,3066,65042,True,2608,1685,2608,0.4444444444444445,0.6460889570552147,2.2819609967497287,2.799117123320287e-95,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,5,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,42.5102523948486
E1B_weak_ERK_protection_ld2p0__rep06,29307,14.368838583455023,61.34990627145835,75.71874485491338,61.34990627145836,10755,8976,15202,12059,37607,26852,10688,3111,66608,True,2643,1743,2643,0.4444444444444445,0.659477866061294,2.4208333333333325,1.1190322893178758e-109,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,6,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,43.08075041395125
E1B_weak_ERK_protection_ld2p0__rep07,29308,12.0790517248105,61.34990627145835,73.42895799626885,61.34990627145835,10445,8848,14592,11627,36643,26198,10413,2949,64597,True,2465,1661,2465,0.4444444444444445,0.6738336713995943,2.5824004975124373,1.587871206847858e-116,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,7,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,40.17936048822922
E1B_weak_ERK_protection_ld2p0__rep08,29309,14.319518145405786,61.34990627145835,75.66942441686413,61.349906271458345,10362,8607,15058,12194,38310,27948,10299,2837,66504,True,2364,1593,2364,0.4444444444444445,0.6738578680203046,2.582684824902723,7.367724205922044e-112,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,8,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,38.53306620453302
E1B_weak_ERK_protection_ld2p0__rep09,29310,13.718073529351651,61.34990627145835,75.06797980081001,61.34990627145836,10635,8811,15145,12092,37739,27104,10594,3035,66513,True,2553,1709,2553,0.4444444444444445,0.6694085389737564,2.5311018957345963,5.299805278219086e-116,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,9,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,41.6137555076873
E1B_weak_ERK_protection_ld2p0__rep10,29311,11.82010882458468,61.34990627145835,73.17001509604303,61.34990627145835,11062,9262,14572,11446,36747,25685,11021,3098,65438,True,2626,1648,2626,0.4444444444444445,0.6275704493526276,2.106339468302658,2.531954185662629e-79,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld2p0,10,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,42.8036513761014
E1B_weak_ERK_protection_ld4p0__rep01,29402,5.77501919158395,61.34990627145835,67.1249254630423,61.34990627145835,11055,10016,26958,21701,33762,22707,11003,5219,76942,True,4757,2834,4757,0.4444444444444445,0.595753626235022,1.8421736869474774,2.073818081033606e-97,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,1,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,77.53883076775108
E1B_weak_ERK_protection_ld4p0__rep02,29403,9.827582294977109,61.34990627145835,71.17748856643546,61.34990627145835,9965,8899,28167,23449,35502,25537,9936,4690,78295,True,4218,2706,4218,0.4444444444444445,0.6415362731152204,2.237103174603174,5.304611879263135e-146,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,2,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,68.75316127357033
E1B_weak_ERK_protection_ld4p0__rep03,29404,5.6923399360152045,61.34990627145835,67.04224620747355,61.34990627145835,10213,9231,26502,21429,33402,23189,10173,5029,75106,True,4573,3073,4573,0.4444444444444445,0.6719877542094905,2.560833333333333,6.7879053610499615e-211,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,3,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,74.53964118161146
E1B_weak_ERK_protection_ld4p0__rep04,29405,7.565743432982672,61.34990627145835,68.91564970444102,61.34990627145835,10724,9663,27494,22330,34572,23848,10646,5105,77817,True,4664,2981,4664,0.4444444444444445,0.6391509433962265,2.2140522875816986,2.4160553740828073e-157,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,4,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,76.02293603127833
E1B_weak_ERK_protection_ld4p0__rep05,29406,7.1204019533744685,61.34990627145835,68.47030822483282,61.34990627145835,11094,10100,27504,22122,34388,23294,11034,5333,78259,True,4882,3096,4882,0.4444444444444445,0.634166325276526,2.166853303471444,2.647272623544649e-156,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,5,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,79.57632369311767
E1B_weak_ERK_protection_ld4p0__rep06,29407,7.591791953768082,61.34990627145835,68.94169822522643,61.34990627145835,10396,9307,27505,22361,34420,24024,10359,5098,77382,True,4644,2887,4644,0.4444444444444445,0.6216623600344531,2.053927148548662,6.023577967590391e-130,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,6,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,75.69693716321969
E1B_weak_ERK_protection_ld4p0__rep07,29408,7.657001772566527,61.34990627145835,69.00690804402488,61.34990627145835,9721,8755,27670,22728,34066,24345,9631,4888,76255,True,4442,2954,4442,0.4444444444444445,0.665015758667267,2.4815188172043006,1.7882000376544317e-192,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,7,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,72.40434859582727
E1B_weak_ERK_protection_ld4p0__rep08,29409,7.859475208010609,61.34990627145835,69.20938147946896,61.34990627145835,10605,9616,27622,22543,34567,23962,10550,5022,77761,True,4579,2987,4579,0.4444444444444445,0.652325835335226,2.3453203517587937,4.154492027511693e-176,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,8,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,74.63744084202905
E1B_weak_ERK_protection_ld4p0__rep09,29410,8.2520097335835,61.34990627145835,69.60191600504186,61.34990627145836,10235,9216,27843,22850,34745,24510,10167,4938,77693,True,4493,2917,4493,0.4444444444444445,0.6492321388827065,2.31361040609137,9.85076493335952e-168,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,9,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,73.23564570937683
E1B_weak_ERK_protection_ld4p0__rep10,29411,7.53925028993093,61.34990627145835,68.88915656138929,61.34990627145835,10032,9060,27817,22750,34333,24301,9984,5026,77160,True,4567,2854,4567,0.4444444444444445,0.6249178892051676,2.082603619381202,1.5917654636414512e-132,E1B_fixed_physical_time,E1B_weak_ERK_protection_ld4p0,10,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,74.44184152119387
