experiment,base_scenario,replicate,seed,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,burn_in_deaths,target_deaths,burn_in_time,analysis_time_span,observed_death_rate_after_burnin,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_target,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p25,7,19008,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,66.53082069439675,161.8591261414211,6.178212028194633,33617,22557,5652,4152,114265,80648,33545,1496,154958,True,1000,690,1000,0.4444444444444445,0.69,2.782258064516128,2.2893154796258503e-55
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p25,8,19009,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,93.26094820687867,155.79774590557696,6.418578100648912,35634,23252,6164,4664,124668,89034,35531,1487,167850,True,1000,692,1000,0.4444444444444445,0.692,2.808441558441558,2.919964646006838e-56
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p25,9,19010,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,71.00647543295486,150.19392953182387,6.6580587052828575,34553,22402,5516,4016,110448,75895,34504,1497,151965,True,1000,635,1000,0.4444444444444445,0.635,2.174657534246575,7.503380189199783e-34
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p25,10,19011,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,75.39508451575055,153.82573166372453,6.500862951759467,33622,22505,5865,4365,115111,81489,33569,1496,156041,True,1000,652,1000,0.4444444444444445,0.652,2.341954022988505,7.019983550585593e-40
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,1,19102,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,48.46893213331683,83.78388936000312,11.935468831044522,18430,12058,6527,5027,65639,47209,18366,1495,92027,True,1000,651,1000,0.4444444444444445,0.651,2.3316618911174776,1.6446747192495102e-39
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,2,19103,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,41.692161414412645,71.87732576443884,13.912593288143004,17519,11552,5660,4160,56462,38943,17477,1495,81094,True,1000,656,1000,0.4444444444444445,0.656,2.3837209302325575,2.2299942616562447e-41
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,3,19104,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,34.463199245644326,75.572249717591,13.232370397029868,17281,11524,5581,4081,55017,37736,17245,1495,79338,True,1000,619,1000,0.4444444444444445,0.619,2.030839895013123,1.1425539729527616e-28
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,4,19105,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,38.99018152864646,67.62237408080749,14.788004910993193,18169,12258,5339,3839,53085,34916,18082,1484,77990,True,1000,640,1000,0.4444444444444445,0.64,2.222222222222222,1.4401329635180324e-35
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,5,19106,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,44.361754078802676,73.82571461096835,13.54541578458936,17463,11425,5941,4441,58598,41135,17405,1489,83433,True,1000,689,1000,0.4444444444444445,0.689,2.769292604501607,6.365544780371257e-55
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,6,19107,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,36.62174694043159,77.8049165189405,12.852658221881958,17740,11875,5757,4257,57421,39681,17709,1492,82379,True,1000,657,1000,0.4444444444444445,0.657,2.3943148688046643,9.311465667815782e-42
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,7,19108,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,43.86089859983677,76.9843130203051,12.989659331456835,17477,11308,6131,4631,60752,43275,17432,1491,85806,True,1000,650,1000,0.4444444444444445,0.65,2.3214285714285707,3.8363972659937075e-39
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,8,19109,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,39.00290854846172,83.09345906341576,12.034641610440287,17543,11523,6140,4640,61089,43546,17489,1490,86208,True,1000,669,1000,0.4444444444444445,0.669,2.5264350453172204,1.8505166984365522e-46
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,9,19110,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,41.04249377724752,71.53517022426973,13.979137770482723,17365,11770,5539,4039,56434,39069,17341,1495,80809,True,1000,664,1000,0.4444444444444445,0.664,2.4702380952380945,1.8205359444273873e-44
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld0p5,10,19111,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,44.307720816885634,76.53074035899797,13.066644792786546,17990,11847,6118,4618,60699,42709,17927,1490,86234,True,1000,630,1000,0.4444444444444445,0.63,2.128378378378378,3.512221412422075e-32
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,1,19202,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,25.816547646565724,39.511660689599026,25.308984298481743,9034,5963,6633,5133,32725,23691,8986,1483,49827,True,1000,708,1000,0.4444444444444445,0.708,3.0308219178082187,1.037564312725543e-63
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,2,19203,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,17.46801928510968,43.117685201285596,23.19233964744898,9308,6396,6007,4507,30299,20991,9236,1481,47023,True,1000,635,1000,0.4444444444444445,0.635,2.174657534246575,7.503380189199783e-34
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,3,19204,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,28.61098775908448,41.08737892789824,24.33837412103701,9716,6275,6987,5487,34637,24921,9659,1482,52765,True,1000,653,1000,0.4444444444444445,0.653,2.3523054755043225,2.9832467272401996e-40
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,4,19205,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,18.272330644477112,35.583574366430895,28.102854134389254,9509,6259,5400,3900,27171,17662,9396,1481,43448,True,1000,614,1000,0.4444444444444445,0.614,1.9883419689119166,3.811831517425206e-27
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,5,19206,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,22.890870768289737,37.77908057850108,26.469675404675396,9331,5984,6047,4547,30372,21041,9253,1469,47141,True,1000,675,1000,0.4444444444444445,0.675,2.596153846153846,6.477023247061092e-49
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,6,19207,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,17.751824684453418,30.812700558564096,32.45414981070394,9042,5928,4919,3419,24128,15086,8960,1482,39489,True,1000,610,1000,0.4444444444444445,0.61,1.9551282051282046,5.848162027486878e-26
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,7,19208,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,17.501277304510644,44.395755483068285,22.524675819096746,9641,6478,6132,4632,30850,21209,9600,1488,48070,True,1000,625,1000,0.4444444444444445,0.625,2.0833333333333326,1.4779426351443492e-30
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,8,19209,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,18.007609419284154,38.067763544743016,26.268945345965705,9679,6351,5603,4103,27857,18178,9630,1475,44565,True,1000,627,1000,0.4444444444444445,0.627,2.1012064343163535,3.353974594181965e-31
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,9,19210,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,21.959970680941268,43.85558473156476,22.802113028953794,9730,6469,6554,5054,32954,23224,9710,1491,50709,True,1000,698,1000,0.4444444444444445,0.698,2.8890728476821184,5.414772855062619e-59
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld1p0,10,19211,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,19.72647943429196,37.95757746706615,26.34520079337647,9054,6056,5918,4418,28874,19820,8982,1484,45258,True,1000,654,1000,0.4444444444444445,0.654,2.3627167630057797,1.262224473611555e-40
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,1,19302,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,13.376810770055704,26.484686998396974,37.757667291311634,5161,3532,8006,6506,19708,14547,5113,1482,34309,True,1000,650,1000,0.4444444444444445,0.65,2.3214285714285707,3.8363972659937075e-39
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,2,19303,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,8.350644319203937,17.352132352642514,57.62980478002823,5058,3473,5260,3760,12994,7936,5015,1479,24748,True,1000,593,1000,0.4444444444444445,0.593,1.8212530712530708,3.0577837962605008e-21
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,3,19304,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,13.725531091359198,19.135857276210803,52.257914843625734,5189,3489,6485,4985,16267,11078,5126,1474,29352,True,1000,575,1000,0.4444444444444445,0.575,1.691176470588235,8.330340638011349e-17
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,4,19305,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,11.054015920876044,20.167797720702275,49.58399592502351,5045,3290,6366,4866,15637,10592,4959,1465,28427,True,1000,612,1000,0.4444444444444445,0.612,1.971649484536082,1.5055776676959907e-26
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,5,19306,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,10.906302413875258,19.415785541924173,51.504483186668764,5169,3478,6092,4592,15181,10012,5117,1468,27858,True,1000,612,1000,0.4444444444444445,0.612,1.971649484536082,1.5055776676959907e-26
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,6,19307,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,11.415988895695733,23.59725725726951,42.37780641612211,5390,3543,7123,5623,17390,12000,5324,1475,31312,True,1000,758,1000,0.4444444444444445,0.758,3.9152892561983457,1.5622330393279484e-90
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,7,19308,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,13.779878427978176,18.755674124350755,53.317198484574114,5158,3515,6517,5017,16347,11189,5100,1466,29430,True,1000,557,1000,0.4444444444444445,0.557,1.5716704288939047,6.135905708377438e-13
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,8,19309,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,13.400974949489544,20.18696854196253,49.53690782849867,4981,3318,6718,5218,17023,12042,4936,1481,30158,True,1000,644,1000,0.4444444444444445,0.644,2.2612359550561796,5.639256993186363e-37
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,9,19310,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,12.848159590802895,23.801975846573868,42.013318828904836,5374,3458,7210,5710,18154,12780,5311,1480,32155,True,1000,594,1000,0.4444444444444445,0.594,1.8288177339901475,1.667923283410924e-21
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld2p0,10,19311,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,13.079182588822464,20.976480837763873,47.67243884873692,5136,3349,6926,5426,17014,11878,5040,1455,30435,True,1000,576,1000,0.4444444444444445,0.576,1.6981132075471697,4.889209513054959e-17
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,1,19402,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,6.655147525232314,12.085139516569699,82.74625200883445,3022,2099,7406,5906,9477,6455,2973,1469,21325,True,1000,647,1000,0.4444444444444445,0.647,2.291076487252124,4.743272118093244e-38
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,2,19403,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,6.7384667914376415,11.824092912313315,84.57308373808742,3019,2083,7369,5869,9316,6297,2938,1428,21051,True,1000,614,1000,0.4444444444444445,0.614,1.9883419689119166,3.811831517425206e-27
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,3,19404,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,7.425696235972156,11.838592050489629,84.46950412136562,3100,2029,7712,6212,9672,6572,3072,1473,21929,True,1000,645,1000,0.4444444444444445,0.645,2.2711267605633796,2.4815696408220505e-37
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,4,19405,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,10.420160016812881,14.166255314096633,70.59028499965792,3098,2063,9840,8340,12234,9136,3011,1415,26500,True,1000,688,1000,0.4444444444444445,0.688,2.756410256410256,1.7617636079303482e-54
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,5,19406,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,10.353729124350533,10.549210599360734,94.79382277765869,3036,1954,8449,6949,10550,7514,2996,1450,23445,True,1000,604,1000,0.4444444444444445,0.604,1.9065656565656561,3.1016796839000188e-24
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,6,19407,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,9.286662413562478,16.207613024280413,61.699400059830715,3218,2027,10127,8627,12973,9755,3196,1474,27770,True,1000,710,1000,0.4444444444444445,0.71,3.060344827586206,1.1156436443027517e-64
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,7,19408,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,7.246815341920568,11.565728891631208,86.46234140276151,3146,2149,7467,5967,9404,6258,3086,1447,21404,True,1000,566,1000,0.4444444444444445,0.566,1.6301843317972344,8.409380047681696e-15
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,8,19409,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,5.40924688424934,12.527909677342778,79.82177599895533,3064,2115,7230,5730,8872,5808,3024,1450,20576,True,1000,616,1000,0.4444444444444445,0.616,2.0052083333333326,9.490646374379103e-28
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,9,19410,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,7.569087168650383,11.74044663381061,85.17563523692189,3019,2084,7711,6211,9619,6600,2973,1456,21759,True,1000,639,1000,0.4444444444444445,0.639,2.212603878116343,3.2026514079678003e-35
E1A_fixed_1000_deaths,E1A_weak_ERK_protection_ld4p0,10,19411,medium_activation,weak_ERK_protection,"small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,4.0,4.0,1.6,500,1000,7.132605000689105,11.900098754644713,84.03291608060742,3102,2070,7572,6072,9331,6229,3044,1454,21401,True,1000,641,1000,0.4444444444444445,0.641,2.2318941504178267,6.447965154600049e-36
