experiment,base_scenario,replicate,seed,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,burn_in_deaths,target_deaths,burn_in_time,analysis_time_span,observed_death_rate_after_burnin,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_target,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld1p0,5,43206,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,1.0,2.0,0.8,500,1000,30.044090461625306,59.7983892834653,16.722858457936884,14704,9822,8896,7396,45131,30427,14612,1477,70116,True,1000,572,1000,0.4444444444444445,0.572,1.6705607476635511,4.0218226014921955e-16
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld1p0,6,43207,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,1.0,2.0,0.8,500,1000,31.86262033974653,56.59666051967231,17.668887012377915,14580,9485,8940,7440,44398,29818,14509,1481,69328,True,1000,658,1000,0.4444444444444445,0.658,2.4049707602339176,3.8709346841095237e-42
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld1p0,7,43208,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,1.0,2.0,0.8,500,1000,26.519989700070216,62.77935080524257,15.928804410581641,14249,9602,8915,7415,44173,29924,14163,1480,68731,True,1000,608,1000,0.4444444444444445,0.608,1.9387755102040811,2.234072913876237e-25
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld1p0,8,43209,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,1.0,2.0,0.8,500,1000,31.94247089209904,63.99697331719571,15.625738971178881,14834,10225,9490,7990,48156,33322,14800,1487,73933,True,1000,621,1000,0.4444444444444445,0.621,2.048153034300791,2.7277182855609197e-29
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld1p0,9,43210,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,1.0,2.0,0.8,500,1000,32.919693328560825,63.38758251791482,15.775960531660543,14306,9192,9791,8291,48518,34212,14270,1483,74062,True,1000,600,1000,0.4444444444444445,0.6,1.8749999999999996,4.030108246722848e-23
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld1p0,10,43211,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,1.0,2.0,0.8,500,1000,31.06498748964373,65.36532881114566,15.298630301229155,15112,10042,9421,7921,48695,33583,15085,1486,74687,True,1000,668,1000,0.4444444444444445,0.668,2.5150602409638547,4.67481964919836e-46
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,1,43302,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,18.157503444593573,48.49191893468033,20.621992735470457,9336,6338,13517,12017,33330,23994,9225,1454,57526,True,1000,618,1000,0.4444444444444445,0.618,2.022251308900523,2.323667532586829e-28
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,2,43303,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,28.141423292815645,40.46076093510487,24.715303837312966,9889,6877,13329,11829,34241,24352,9845,1465,58880,True,1000,571,1000,0.4444444444444445,0.571,1.6637529137529135,6.742851325600518e-16
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,3,43304,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,22.122886568740988,40.0436430868664,24.972752799506946,10115,7186,12524,11024,31251,21136,10044,1448,55267,True,1000,545,1000,0.4444444444444445,0.545,1.497252747252747,1.1334130125463385e-10
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,4,43305,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,23.20869870453826,42.21880305356133,23.68612863636469,10157,6619,13107,11607,32574,22417,10078,1468,57227,True,1000,599,1000,0.4444444444444445,0.599,1.8672069825436406,7.572911711703456e-23
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,5,43306,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,19.48945018616345,48.89628286284625,20.451452369191202,10153,6833,13597,12097,33946,23793,10059,1469,59071,True,1000,663,1000,0.4444444444444445,0.663,2.4591988130563793,4.497379002222635e-44
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,6,43307,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,22.649207053760524,40.76865298049374,24.528649511144316,9411,6864,12593,11093,31575,22164,9336,1469,54973,True,1000,597,1000,0.4444444444444445,0.597,1.8517369727047142,2.641111243027248e-22
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,7,43308,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,21.014169035515856,45.9111308927908,21.78121036345513,10404,7277,13257,11757,33380,22976,10321,1462,58420,True,1000,633,1000,0.4444444444444445,0.633,2.155994550408719,3.539602556903847e-33
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,8,43309,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,21.086022662712168,41.26737529140216,24.23221716764586,9563,6172,12519,11019,31332,21769,9520,1473,54844,True,1000,656,1000,0.4444444444444445,0.656,2.3837209302325575,2.2299942616562447e-41
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,9,43310,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,23.203237462427342,44.76229537603261,22.340230580209187,9557,6352,13716,12216,33890,24333,9497,1464,58567,True,1000,598,1000,0.4444444444444445,0.598,1.8594527363184075,1.4171603488829819e-22
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld2p0,10,43311,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,2.0,2.0,0.8,500,1000,24.54339501804399,47.89628868602435,20.878444393788488,9583,6572,14373,12873,36090,26507,9523,1462,61448,True,1000,640,1000,0.4444444444444445,0.64,2.222222222222222,1.4401329635180324e-35
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,1,43402,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,15.84536284026453,29.97461154424792,33.36156662193336,6740,4695,18205,16705,23229,16489,6642,1440,49516,True,1000,623,1000,0.4444444444444445,0.623,2.0656498673740047,6.403222596638276e-30
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,2,43403,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,16.083160755172663,35.17448287250513,28.429700121666063,7080,5026,20497,18997,25463,18383,7035,1472,54467,True,1000,625,1000,0.4444444444444445,0.625,2.0833333333333326,1.4779426351443492e-30
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,3,43404,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,17.070391700338913,29.797443933167063,33.55992555075893,7098,4783,18515,17015,23487,16389,7023,1430,50455,True,1000,600,1000,0.4444444444444445,0.6,1.8749999999999996,4.030108246722848e-23
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,4,43405,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,15.704169390747534,33.390312696836915,29.94880608275138,7208,4969,19655,18155,24423,17215,7142,1460,52680,True,1000,607,1000,0.4444444444444445,0.607,1.9306615776081422,4.339368811735295e-25
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,5,43406,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,15.454774766487324,35.66644720531224,28.037555696073305,7410,5255,20469,18969,25744,18334,7355,1468,55036,True,1000,604,1000,0.4444444444444445,0.604,1.9065656565656561,3.1016796839000188e-24
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,6,43407,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,20.007729837652544,34.79140267042668,28.742733067500556,7577,5059,22095,20595,27373,19796,7543,1463,58474,True,1000,620,1000,0.4444444444444445,0.62,2.0394736842105257,5.594387809913648e-29
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,7,43408,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,15.460668610639699,31.978812832467035,31.27070430159099,7591,5078,18982,17482,23704,16113,7527,1446,51659,True,1000,611,1000,0.4444444444444445,0.611,1.9633676092544983,2.9734935076255e-26
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,8,43409,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,12.793609820425564,34.40631547565813,29.064431520064463,6941,4774,18718,17218,23565,16624,6875,1450,50608,True,1000,636,1000,0.4444444444444445,0.636,2.184065934065934,3.432555838262965e-34
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,9,43410,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,17.5082564184125,29.326721569416478,34.09859494976265,7828,5069,18823,17323,23600,15772,7756,1451,51630,True,1000,637,1000,0.4444444444444445,0.637,2.1935261707988976,1.5635610104744767e-34
E2_activation_localization_x_deathERK,E2_medium_activation_reference_ERK_ld4p0,10,43411,medium_activation,reference_ERK,activation: current visible reference regime; ERK: reference ERK protection,0.5,0.005,2.5,3.0,4.0,2.0,0.8,500,1000,14.74834408473639,29.5525113163338,33.83807180702426,7574,5307,17676,16176,22172,14598,7502,1455,48805,True,1000,565,1000,0.4444444444444445,0.565,1.6235632183908042,1.3763251076876006e-14
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,1,44002,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,84.50521328852692,177.04668316908192,5.648227812576341,36123,24190,6427,4927,130471,94348,36087,1499,174484,True,1000,675,1000,0.4444444444444445,0.675,2.596153846153846,6.477023247061092e-49
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,2,44003,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,68.9253387674389,137.37500535384862,7.279344575268361,34257,23072,5091,3591,103007,68750,34224,1496,143818,True,1000,617,1000,0.4444444444444445,0.617,2.0137075718015662,4.705939660046994e-28
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,3,44004,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,85.60434198386436,150.75318646065267,6.633358958956433,35565,23577,5789,4289,117762,82197,35486,1493,160530,True,1000,655,1000,0.4444444444444445,0.655,2.373188405797101,5.317110521938018e-41
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,4,44005,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,68.69248590803268,155.14296619262586,6.445667660874794,34170,23568,5668,4168,111890,77720,34112,1496,153166,True,1000,653,1000,0.4444444444444445,0.653,2.3523054755043225,2.9832467272401996e-40
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,5,44006,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,91.0955375927802,137.80501511526091,7.256629950394724,34568,22262,5752,4252,114254,79686,34471,1493,155970,True,1000,624,1000,0.4444444444444445,0.624,2.0744680851063824,3.082809139451359e-30
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,6,44007,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,74.29071654245543,141.12059770847338,7.086137787382376,34204,22900,5452,3952,107831,73627,34150,1498,148931,True,1000,645,1000,0.4444444444444445,0.645,2.2711267605633796,2.4815696408220505e-37
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,7,44008,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,76.07504287407859,144.30629795055654,6.92970448415653,34251,22592,5590,4090,110401,76150,34170,1494,151655,True,1000,630,1000,0.4444444444444445,0.63,2.128378378378378,3.512221412422075e-32
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,8,44009,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,74.11706172350354,152.28993816376084,6.566421997786073,33556,22746,5605,4105,112829,79273,33497,1495,153426,True,1000,609,1000,0.4444444444444445,0.609,1.9469309462915596,1.1454133245887514e-25
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,9,44010,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,81.45385717468395,155.21363125129437,6.442733102358629,34597,22658,5788,4288,117929,83332,34520,1495,159732,True,1000,626,1000,0.4444444444444445,0.626,2.0922459893048124,7.055524839515104e-31
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p25,10,44011,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.25,4.0,1.6,500,1000,79.65513329662767,155.09960129168712,6.44746983017291,34252,22544,5782,4282,117670,83418,34225,1496,159173,True,1000,696,1000,0.4444444444444445,0.696,2.8618421052631575,4.4910209758608334e-58
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,1,44102,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,29.683791211392936,75.21220862476349,13.295713798128668,17255,11690,5356,3856,52783,35528,17221,1494,76854,True,1000,624,1000,0.4444444444444445,0.624,2.0744680851063824,3.082809139451359e-30
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,2,44103,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,37.82867815171592,75.19469811415888,13.29880995707733,17442,11516,5686,4186,56399,38957,17367,1490,80942,True,1000,597,1000,0.4444444444444445,0.597,1.8517369727047142,2.641111243027248e-22
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,3,44104,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,38.062093418249326,85.9936731909238,11.628762476278835,17268,11738,6208,4708,61867,44599,17238,1490,86803,True,1000,652,1000,0.4444444444444445,0.652,2.341954022988505,7.019983550585593e-40
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,4,44105,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,43.4894894161244,75.87455532651497,13.179648904651202,18252,12025,5819,4319,59530,41278,18192,1488,85029,True,1000,591,1000,0.4444444444444445,0.591,1.8062347188264054,1.015147828555154e-20
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,5,44106,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,33.238036585381245,84.94535646699646,11.77227386630047,17474,11921,5757,4257,58371,40897,17416,1491,83035,True,1000,662,1000,0.4444444444444445,0.662,2.4482248520710055,1.1060792268932456e-43
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,6,44107,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,32.67097236075091,79.2710592298186,12.61494434054238,17968,12076,5640,4140,56277,38309,17908,1491,81316,True,1000,616,1000,0.4444444444444445,0.616,2.0052083333333326,9.490646374379103e-28
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,7,44108,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,44.138324222896586,82.77999903461304,12.080212752622371,18037,12437,6333,4833,63535,45498,17950,1490,89308,True,1000,706,1000,0.4444444444444445,0.706,3.001700680272108,9.465305595303964e-63
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,8,44109,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,38.60850540675767,79.22396188806508,12.62244371738051,17227,11816,5876,4376,58963,41736,17154,1485,83478,True,1000,688,1000,0.4444444444444445,0.688,2.756410256410256,1.7617636079303482e-54
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,9,44110,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,44.449989684888045,64.2085447758327,15.574251113948115,17376,11191,5446,3946,54362,36986,17304,1492,78604,True,1000,606,1000,0.4444444444444445,0.606,1.9225888324873093,8.393666432294503e-25
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld0p5,10,44111,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,0.5,4.0,1.6,500,1000,34.48606239501839,87.40641613982177,11.440807713707493,17662,12185,6030,4530,60710,43048,17633,1493,85866,True,1000,686,1000,0.4444444444444445,0.686,2.7308917197452227,1.3308603783045354e-53
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,1,44202,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,17.944839349556844,38.84192021838628,25.745380104216327,9145,6140,5743,4243,28492,19347,9071,1481,44787,True,1000,613,1000,0.4444444444444445,0.613,1.9799741602067178,7.591472602025267e-27
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,2,44203,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,23.504131616007797,40.528724607595365,24.67385810143636,9671,6473,6483,4983,32174,22503,9648,1490,49795,True,1000,596,1000,0.4444444444444445,0.596,1.8440594059405935,4.901936378559774e-22
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,3,44204,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,27.059798208083798,35.26010647094658,28.360663086028236,9428,6060,6315,4815,31455,22027,9360,1493,48623,True,1000,559,1000,0.4444444444444445,0.559,1.5844671201814056,2.432132160369804e-13
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,4,44205,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,27.655097251290996,41.702323285431774,23.979479348320588,9604,6290,6775,5275,34835,25231,9568,1487,52665,True,1000,672,1000,0.4444444444444445,0.672,2.5609756097560967,1.1172673320755276e-47
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,5,44206,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,19.67688625744984,38.300928306985526,26.109027749534068,9045,6198,5790,4290,28953,19908,8980,1487,45210,True,1000,615,1000,0.4444444444444445,0.615,1.9967532467532463,1.9060059803046098e-27
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,6,44207,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,24.733672544722257,36.08368714638013,27.71335412435308,9273,5947,6089,4589,30730,21457,9227,1494,47540,True,1000,659,1000,0.4444444444444445,0.659,2.4156891495601167,1.6021175079255092e-42
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,7,44208,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,28.49415588369421,39.819264747371165,25.113472243759077,9974,6571,6658,5158,34278,24304,9897,1474,52307,True,1000,642,1000,0.4444444444444445,0.642,2.241620111731843,2.8745346235440736e-36
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,8,44209,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,21.09462139735241,44.86441896136175,22.28937815646788,8863,5985,6645,5145,32603,23740,8812,1480,49540,True,1000,658,1000,0.4444444444444445,0.658,2.4049707602339176,3.8709346841095237e-42
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,9,44210,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,26.389959899308067,39.311234714835834,25.43802063847681,9660,6344,6603,5103,32928,23268,9581,1468,50580,True,1000,678,1000,0.4444444444444445,0.678,2.6319875776397508,3.604644482131949e-50
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld1p0,10,44211,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,1.0,4.0,1.6,500,1000,20.673764504736287,41.1214490194166,24.318209203372746,9308,6282,6135,4635,31061,21753,9255,1479,47930,True,1000,667,1000,0.4444444444444445,0.667,2.5037537537537533,1.1756780501708626e-45
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,1,44302,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,17.52186196266227,20.70986973210683,48.28615596986033,5451,3415,7700,6200,18944,13493,5393,1470,33507,True,1000,603,1000,0.4444444444444445,0.603,1.898614609571788,5.925439896648793e-24
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,2,44303,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,8.213217619865398,26.535515304948987,37.685343152672665,5053,3356,7024,5524,17493,12440,4956,1455,30928,True,1000,659,1000,0.4444444444444445,0.659,2.4156891495601167,1.6021175079255092e-42
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,3,44304,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,10.136595861532818,22.53807657990751,44.36935851444798,5034,3404,6504,5004,16227,11193,4996,1475,29202,True,1000,637,1000,0.4444444444444445,0.637,2.1935261707988976,1.5635610104744767e-34
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,4,44305,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,16.09504507922585,23.758386462882154,42.09040043869582,5227,3442,7940,6440,19690,14463,5167,1469,34266,True,1000,653,1000,0.4444444444444445,0.653,2.3523054755043225,2.9832467272401996e-40
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,5,44306,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,11.917615101789782,25.014120171874705,39.97742047806969,5259,3586,7450,5950,18339,13080,5204,1481,32474,True,1000,599,1000,0.4444444444444445,0.599,1.8672069825436406,7.572911711703456e-23
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,6,44307,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,11.726637101326538,25.637339228508857,39.00560783967763,5220,3412,7410,5910,18554,13334,5195,1483,32642,True,1000,691,1000,0.4444444444444445,0.691,2.795307443365695,8.195098998788717e-56
E2_activation_localization_x_deathERK,E2_medium_activation_weak_ERK_protection_ld2p0,7,44308,medium_activation,weak_ERK_protection,"activation: current visible reference regime; ERK: small ERK radius, short ERK lifetime",0.5,0.005,2.5,3.0,2.0,4.0,1.6,500,1000,11.741249362556148,29.664067685302292,33.71081844232279,5306,3599,8115,6615,20758,15452,5244,1459,35576,True,1000,725,1000,0.4444444444444445,0.725,3.2954545454545445,3.2621020318021173e-72
