experiment,base_scenario,replicate,seed,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,burn_in_deaths,target_deaths,burn_in_time,analysis_time_span,observed_death_rate_after_burnin,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_target,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,1,37002,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,63.21415985949281,117.25459656794843,8.52845030617205,90153,58621,4438,2938,90268,115,89756,1480,185942,True,1000,429,1000,0.4444444444444445,0.429,0.939141856392294,0.8448845210432233
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,2,37003,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,62.47717994798172,130.38864327631546,7.669379593749064,96440,65339,4887,3387,96624,184,96004,1473,198988,True,1000,391,1000,0.4444444444444445,0.391,0.8025451559934317,0.9997187014363905
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,3,37004,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,57.16756855803694,134.74937404903352,7.421184751745957,95747,67434,4811,3311,95880,133,95331,1478,197500,True,1000,422,1000,0.4444444444444445,0.422,0.912629757785467,0.9280825019216852
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,4,37005,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,75.81630188006697,118.06618422476548,8.469825687736936,96535,58932,4911,3411,96754,219,96120,1470,199255,True,1000,397,1000,0.4444444444444445,0.397,0.8229684908789385,0.9989051723477118
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,5,37006,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,53.652439835849435,124.17739904539252,8.052995212393313,88865,62255,4532,3032,88941,76,88452,1470,183395,True,1000,407,1000,0.4444444444444445,0.407,0.8579258010118042,0.9922717402795456
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,6,37007,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,64.49151727520754,131.31795569125526,7.615104840278838,97621,65751,4861,3361,97736,115,97165,1483,201245,True,1000,438,1000,0.4444444444444445,0.438,0.9741992882562275,0.6703800442413854
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,7,37008,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,61.226221188741,127.85086905001208,7.821612848081814,95095,64237,4585,3085,95124,29,94714,1487,195910,True,1000,414,1000,0.4444444444444445,0.414,0.8831058020477813,0.9757629594569542
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,8,37009,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,63.7678585586813,138.78968374877553,7.205146470469009,100923,69225,5131,3631,101048,125,100465,1478,208122,True,1000,409,1000,0.4444444444444445,0.409,0.8650592216582061,0.9890857901584175
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,9,37010,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,69.87088615773814,134.641941831879,7.4271061928730395,101499,66892,5029,3529,101673,174,101075,1480,209257,True,1000,407,1000,0.4444444444444445,0.407,0.8579258010118042,0.9922717402795456
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p25,10,37011,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.25,1.0,0.4,500,1000,65.38599615117701,133.79014803425758,7.474391909215508,99203,66817,4786,3286,99309,106,98791,1484,204370,True,1000,405,1000,0.4444444444444445,0.405,0.8508403361344536,0.9946095719924086
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,1,37102,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,56.254479332881054,106.7906390120477,9.364116642163587,81558,53347,8123,6623,81656,98,81153,1480,172412,True,1000,405,1000,0.4444444444444445,0.405,0.8508403361344536,0.9946095719924086
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,2,37103,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,58.27557181862195,102.31553274409896,9.773687075461911,79962,51062,7971,6471,80214,252,79562,1483,169230,True,1000,394,1000,0.4444444444444445,0.394,0.8127062706270625,0.9994351376458217
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,3,37104,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,54.43041482008259,119.10681997023234,8.395824859146806,86566,59452,8727,7227,86894,328,86134,1489,183244,True,1000,394,1000,0.4444444444444445,0.394,0.8127062706270625,0.9994351376458217
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,4,37105,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,51.84628591401855,108.41887069063492,9.223486590756186,79786,54066,7812,6312,79924,138,79406,1467,168609,True,1000,402,1000,0.4444444444444445,0.402,0.8403010033444813,0.9969482481550765
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,5,37106,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,49.962156700637436,108.71028514485307,9.198761632052856,78835,54211,7990,6490,78959,124,78409,1475,166833,True,1000,386,1000,0.4444444444444445,0.386,0.7858306188925079,0.9999187071764487
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,6,37107,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,49.824155394523856,90.92645048500476,10.997899892341184,70251,45588,7023,5523,70481,230,69845,1463,148812,True,1000,407,1000,0.4444444444444445,0.407,0.8579258010118042,0.9922717402795456
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,7,37108,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,46.88735661018854,92.56629095049405,10.803068695220986,69550,46315,6888,5388,69687,137,69126,1472,147173,True,1000,421,1000,0.4444444444444445,0.421,0.9088946459412779,0.9364394197391296
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,8,37109,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,46.87238422018525,94.359266683327,10.597793254964932,70628,47182,7056,5556,70771,143,70183,1482,149492,True,1000,386,1000,0.4444444444444445,0.386,0.7858306188925079,0.9999187071764487
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,9,37110,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,42.959579737835874,99.45599933059219,10.054697622372638,71450,49866,7184,5684,71569,119,71052,1469,151274,True,1000,406,1000,0.4444444444444445,0.406,0.854377104377104,0.9935334272356939
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld0p5,10,37111,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,0.5,1.0,0.4,500,1000,48.363033587344816,102.82001867834084,9.725732526156904,75666,51619,7717,6217,75840,174,75246,1474,160277,True,1000,441,1000,0.4444444444444445,0.441,0.9861359570661895,0.5986669532354663
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,1,37202,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,40.1362067992359,82.02262628022334,12.191757876461855,60754,40681,12260,10760,60904,150,60353,1470,134987,True,1000,396,1000,0.4444444444444445,0.396,0.8195364238410593,0.9991184542843023
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,2,37203,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,35.057992272430866,82.1527279417806,12.172450325796518,58716,41425,11646,10146,58879,163,58293,1459,130277,True,1000,368,1000,0.4444444444444445,0.368,0.7278481012658227,0.9999995972306631
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,3,37204,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,38.45893134163848,93.86718106093059,10.653350709987604,65987,46887,13273,11773,66097,110,65548,1460,146378,True,1000,449,1000,0.4444444444444445,0.449,1.0186025408348456,0.3977504445784189
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,4,37205,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,32.21211920552123,94.25107146416681,10.609958958187427,63068,47081,12560,11060,63323,255,62664,1476,140023,True,1000,388,1000,0.4444444444444445,0.388,0.7924836601307187,0.9998648245724813
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,5,37206,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,50.42628202658311,76.71953834180513,13.03448927892064,62966,38252,12864,11364,63202,236,62559,1458,140083,True,1000,398,1000,0.4444444444444445,0.398,0.8264119601328902,0.9986455808319423
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,6,37207,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,42.5223469407769,87.50307535233894,11.428169764015845,64730,43744,12953,11453,65001,271,64307,1471,143732,True,1000,388,1000,0.4444444444444445,0.388,0.7924836601307187,0.9998648245724813
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,7,37208,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,39.62694689361906,73.5436855593204,13.597360431350687,55957,36658,11428,9928,56182,225,55555,1454,124619,True,1000,422,1000,0.4444444444444445,0.422,0.912629757785467,0.9280825019216852
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,8,37209,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,40.33191469488916,89.15989816125787,11.215804645619528,64543,44742,12980,11480,64711,168,64120,1466,143277,True,1000,430,1000,0.4444444444444445,0.43,0.9429824561403506,0.8291825210256789
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,9,37210,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,38.20029487832944,79.11586237701397,12.63969032195668,58538,39690,11752,10252,58735,197,58109,1470,130066,True,1000,437,1000,0.4444444444444445,0.437,0.9702486678507992,0.6931053217733262
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld1p0,10,37211,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,1.0,1.0,0.4,500,1000,41.49838104492927,88.29192065444798,11.326064634087468,64610,43865,12963,11463,64697,87,64207,1470,143337,True,1000,379,1000,0.4444444444444445,0.379,0.7628824476650561,0.9999879222336784
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,1,37302,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,40.46059846923679,82.64121288820928,12.100500041701029,61514,41323,24697,23197,61744,230,61101,1459,149001,True,1000,403,1000,0.4444444444444445,0.403,0.8438023450586264,0.9962968891935198
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,2,37303,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,41.10457018714488,70.50749582560965,14.18288918490821,55409,35119,22439,20939,55610,201,54986,1462,134497,True,1000,401,1000,0.4444444444444445,0.401,0.836811352253756,0.997494671991775
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,3,37304,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,37.795777720104766,66.51562603413325,15.03406131195155,52307,33408,20947,19447,52478,171,51889,1455,126769,True,1000,375,1000,0.4444444444444445,0.375,0.7499999999999998,0.9999962850545727
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,4,37305,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,36.91024491768614,77.95035768292398,12.828677503542268,57169,38824,22848,21348,57377,208,56758,1465,138448,True,1000,395,1000,0.4444444444444445,0.395,0.8161157024793387,0.9992929576869672
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,5,37306,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,31.789174482772783,72.66248755023939,13.762259368131218,52025,36348,20817,19317,52242,217,51595,1464,126118,True,1000,350,1000,0.4444444444444445,0.35,0.6730769230769229,0.9999999994821999
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,6,37307,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,31.47720909465601,78.30717081942035,12.770222567560797,54768,39329,22066,20566,54926,158,54387,1459,132838,True,1000,378,1000,0.4444444444444445,0.378,0.7596463022508037,0.9999909501341744
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,7,37308,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,32.81921827909484,78.31897334752975,12.768298118038864,55135,39174,22208,20708,55522,387,54683,1473,133886,True,1000,366,1000,0.4444444444444445,0.366,0.7216088328075709,0.999999794342743
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,8,37309,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,35.617395616443474,89.41794957612751,11.183436935652754,62091,44510,24968,23468,62279,188,61688,1471,150406,True,1000,402,1000,0.4444444444444445,0.402,0.8403010033444813,0.9969482481550765
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,9,37310,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,39.59941885409423,78.32397431341437,12.767482865444078,58848,39275,23699,22199,59018,170,58440,1459,142616,True,1000,374,1000,0.4444444444444445,0.374,0.7468051118210861,0.9999972616325514
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld2p0,10,37311,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,2.0,1.0,0.4,500,1000,35.42543138283612,70.59258394800767,14.165793969753432,52989,35379,21059,19559,53098,109,52574,1454,128185,True,1000,421,1000,0.4444444444444445,0.421,0.9088946459412779,0.9364394197391296
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,1,37402,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,36.61917855570293,64.75814944288804,15.442071902964537,50920,32643,40569,39069,51004,84,50474,1455,143502,True,1000,379,1000,0.4444444444444445,0.379,0.7628824476650561,0.9999879222336784
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,2,37403,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,28.093461672124036,68.21631262688851,14.659250280347674,48006,34083,39082,37582,48120,114,47569,1472,136243,True,1000,356,1000,0.4444444444444445,0.356,0.6909937888198757,0.9999999944523114
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,3,37404,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,29.443780062510456,72.08270474114907,13.872953347006426,51194,36315,40797,39297,51309,115,50777,1450,144333,True,1000,336,1000,0.4444444444444445,0.336,0.6325301204819275,0.9999999999988829
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,4,37405,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,29.417977869729395,66.15014822206328,15.117124101416097,47528,32998,38064,36564,47692,164,47114,1465,134335,True,1000,467,1000,0.4444444444444445,0.467,1.095215759849906,0.0803705381229382
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,5,37406,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,35.19420144123136,63.54928911204203,15.735817252604148,49566,31921,39726,38226,49676,110,49160,1464,140026,True,1000,393,1000,0.4444444444444445,0.393,0.8093080724876439,0.9995504978266057
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,6,37407,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,35.16742816376125,67.65024070534332,14.781913405978694,50925,33654,41356,39856,51166,241,50530,1447,144499,True,1000,382,1000,0.4444444444444445,0.382,0.7726537216828477,0.9999719833955034
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,7,37408,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,29.846480660344955,65.46630991003737,15.275032323865238,47567,32759,37858,36358,47764,197,47134,1462,134218,True,1000,421,1000,0.4444444444444445,0.421,0.9088946459412779,0.9364394197391296
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,8,37409,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,37.289878758128616,76.32470778312978,13.10191717787398,56481,37893,45202,43702,56592,111,56054,1460,159308,True,1000,352,1000,0.4444444444444445,0.352,0.6790123456790121,0.999999998838771
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,9,37410,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,27.203062974762755,72.47867002730166,13.797162663488646,49834,36304,39836,38336,49899,65,49416,1454,140605,True,1000,393,1000,0.4444444444444445,0.393,0.8093080724876439,0.9995504978266057
E2_activation_localization_x_deathERK,E2_non_local_activation_strong_ERK_protection_ld4p0,10,37411,non_local_activation,strong_ERK_protection,"activation: large and long-lived active disks; ERK: large ERK radius, long ERK lifetime",0.5,0.005,1.0,1.2,4.0,1.0,0.4,500,1000,39.462795905937284,73.15044127664082,13.670457519431679,55938,36462,44781,43281,56112,174,55528,1466,157887,True,1000,441,1000,0.4444444444444445,0.441,0.9861359570661895,0.5986669532354663
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,1,38002,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,25.65939133116397,55.797100574740654,17.922078202979243,40762,27922,2080,580,40846,84,40341,1476,84743,True,1000,440,1000,0.4444444444444445,0.44,0.9821428571428569,0.6230785069194156
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,2,38003,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,27.94143481678496,54.875793220357025,18.222971210355727,41651,27678,2097,597,41742,91,41208,1483,86530,True,1000,428,1000,0.4444444444444445,0.428,0.9353146853146851,0.8596051460596722
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,3,38004,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,29.745459363163924,57.876630481955054,17.278130942881738,43753,28970,2163,663,43874,121,43322,1484,90843,True,1000,407,1000,0.4444444444444445,0.407,0.8579258010118042,0.9922717402795456
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,4,38005,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,28.360557527159525,53.48936592260756,18.69530480968638,40979,26838,2085,585,41079,100,40586,1476,85226,True,1000,446,1000,0.4444444444444445,0.446,1.0063176895306856,0.47275621692234754
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,5,38006,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,25.759355628250052,56.5626158502392,17.67952180018865,40803,28162,2095,595,40967,164,40419,1476,84957,True,1000,427,1000,0.4444444444444445,0.427,0.9315008726003488,0.8733495341640354
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,6,38007,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,26.896027268116807,52.359605608836276,19.09869236737029,39572,26167,2009,509,39637,65,39152,1475,82273,True,1000,449,1000,0.4444444444444445,0.449,1.0186025408348456,0.3977504445784189
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,7,38008,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,28.780088945647975,53.48266587324058,18.697646866932605,40889,26462,2068,568,40921,32,40517,1484,84990,True,1000,434,1000,0.4444444444444445,0.434,0.9584805653710246,0.7567427050167727
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,8,38009,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,28.87610368789514,57.537092030851,17.38009281845191,43039,28909,2175,675,43180,141,42637,1475,89467,True,1000,456,1000,0.4444444444444445,0.456,1.0477941176470584,0.24067358732729663
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,9,38010,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,29.613728474585834,53.88608403312504,18.557666936518835,40877,26443,2118,618,41037,160,40476,1468,85099,True,1000,426,1000,0.4444444444444445,0.426,0.9277003484320556,0.886130138956202
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p25,10,38011,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.25,2.0,0.8,500,1000,27.99615487387978,56.72546476318329,17.628766977490386,41680,28160,2122,622,41933,253,41271,1475,86801,True,1000,465,1000,0.4444444444444445,0.465,1.086448598130841,0.1010382018520014
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p5,1,38102,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.5,2.0,0.8,500,1000,15.22537553930638,36.19826951291053,27.625629994365852,25620,17970,2558,1058,25645,25,25237,1472,54912,True,1000,414,1000,0.4444444444444445,0.414,0.8831058020477813,0.9757629594569542
E2_activation_localization_x_deathERK,E2_non_local_activation_reference_ERK_ld0p5,2,38103,non_local_activation,reference_ERK,activation: large and long-lived active disks; ERK: reference ERK protection,0.5,0.005,1.0,1.2,0.5,2.0,0.8,500,1000,17.059607115522184,35.09354516312529,28.495268726818594,25944,17565,2599,1099,26033,89,25522,1469,55623,True,1000,461,1000,0.4444444444444445,0.461,1.0691094619666044,0.15345588278668074
